company,rating,headquarters,salary estimate,job type,size,type,sector,revenue
OPPO US Research Center,4.5,"Palo Alto, CA",137.5,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Salesforce,4.4,"San Francisco, CA",164.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",135.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Nurix,4.0,"San Francisco, CA",148.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Varo,3.7,"San Francisco, CA",139.5,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Chan Zuckerberg Initiative,4.0,"Redwood City, CA",154.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Blue River Technology,4.5,"Sunnyvale, CA",129.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
OPPO US Research Center,4.5,"Palo Alto, CA",137.5,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Ursus,4.4,"San Francisco, CA",153.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Salesforce,4.4,"San Francisco, CA",164.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",135.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Nurix,4.0,"San Francisco, CA",148.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Varo,3.7,"San Francisco, CA",139.5,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Blue River Technology,4.5,"Sunnyvale, CA",129.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
Ursus,4.4,"Rancho Cordova, CA",97.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Chan Zuckerberg Initiative,4.0,"Redwood City, CA",154.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Codexis,3.2,"Redwood City, CA",119.5,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,$25 to $50 million (usd)
"GRAIL, Inc.",3.4,"Menlo Park, CA",95.0,Full-time,201 to 500 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
SpanIdea,3.8,"Milpitas, CA",160.0,Full-time,501 to 1000 employees,company - private,information technology,$10 to $25 million (usd)
Salesforce,4.4,"San Francisco, CA",139.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
OPPO US Research Center,4.5,"Palo Alto, CA",137.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Stanford University,4.2,"Stanford, CA",56.5,Full-time,5001 to 10000 employees,college / university,education,unknown / non-applicable
Couchbase,4.8,"Santa Clara, CA",126.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
3T Biosciences,4.1,"South San Francisco, CA",103.5,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
OPPO US Research Center,4.5,"Palo Alto, CA",137.5,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Ursus,4.4,"San Francisco, CA",153.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Salesforce,4.4,"San Francisco, CA",164.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",135.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Nurix,4.0,"San Francisco, CA",148.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Varo,3.7,"San Francisco, CA",139.5,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Blue River Technology,4.5,"Sunnyvale, CA",129.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
Ursus,4.4,"Rancho Cordova, CA",97.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Chan Zuckerberg Initiative,4.0,"Redwood City, CA",154.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Codexis,3.2,"Redwood City, CA",119.5,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,$25 to $50 million (usd)
"GRAIL, Inc.",3.4,"Menlo Park, CA",95.0,Full-time,201 to 500 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
SpanIdea,3.8,"Milpitas, CA",160.0,Full-time,501 to 1000 employees,company - private,information technology,$10 to $25 million (usd)
Salesforce,4.4,"San Francisco, CA",139.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
OPPO US Research Center,4.5,"Palo Alto, CA",137.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Stanford University,4.2,"Stanford, CA",56.5,Full-time,5001 to 10000 employees,college / university,education,unknown / non-applicable
Couchbase,4.8,"Santa Clara, CA",126.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
3T Biosciences,4.1,"South San Francisco, CA",103.5,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Thermo Fisher - America,3.8,"San Francisco, CA",131.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",115.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
LGC Limited,3.6,"Petaluma, CA",124.5,Full-time,1001 to 5000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
LGC Limited,3.6,"Petaluma, CA",63.0,Full-time,1001 to 5000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
MarinHealth Medical Center,3.4,"Greenbrae, CA",87.5,Full-time,1001 to 5000 employees,hospital,health care,$100 to $500 million (usd)
AMPAC Fine Chemicals,3.1,"Rancho Cordova, CA",84.0,Full-time,501 to 1000 employees,subsidiary or business segment,biotech & pharmaceuticals,$100 to $500 million (usd)
Adventist Health,3.6,"Saint Helena, CA",85.0,Full-time,10000+ employees,nonprofit organization,health care,unknown / non-applicable
Oak Valley Hospital District,3.3,"Oakdale, CA",24.5,Part-time,201 to 500 employees,hospital,health care,$50 to $100 million (usd)
Oak Valley Hospital District,3.3,"Oakdale, CA",27.5,Full-time,201 to 500 employees,hospital,health care,$50 to $100 million (usd)
Lucid Motors,4.1,"Newark, CA",112.0,Full-time,1001 to 5000 employees,company - private,manufacturing,unknown / non-applicable
Adventist Health,3.6,"Clearlake, CA",79.5,Full-time,10000+ employees,nonprofit organization,health care,unknown / non-applicable
Lucid Motors,4.1,"Newark, CA",189.0,Full-time,1001 to 5000 employees,company - private,manufacturing,unknown / non-applicable
"Del Monte Foods, Inc.",3.4,"Walnut Creek, CA",122.5,Full-time,1001 to 5000 employees,subsidiary or business segment,manufacturing,$1 to $2 billion (usd)
23andMe,4.1,"South San Francisco, CA",157.5,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
23andMe,4.1,"South San Francisco, CA",132.0,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",147.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Thermo Fisher - America,3.8,"San Francisco, CA",140.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Adventist Health,3.6,"Lodi, CA",76.5,Full-time,10000+ employees,nonprofit organization,health care,unknown / non-applicable
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Salesforce,4.4,"San Francisco, CA",155.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Nestle USA,4.0,"Oakland, CA",119.0,Full-time,1001 to 5000 employees,subsidiary or business segment,manufacturing,$10+ billion (usd)
Metromile,4.3,"San Francisco, CA",146.0,Full-time,201 to 500 employees,company - public,insurance,unknown / non-applicable
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Akoya Biosciences,4.0,"Menlo Park, CA",103.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Thermo Fisher - America,3.8,"Fremont, CA",105.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
LegalZoom,3.2,"San Mateo, CA",155.0,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
Walmart,3.4,"Sunnyvale, CA",127.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
CCRM,3.8,"San Francisco, CA",109.5,Full-time,1 to 50 employees,self-employed,health care,less than $1 million (usd)
Akoya Biosciences,4.0,"Menlo Park, CA",103.5,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",125.5,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
"Association For Energy Affordability, Inc.",2.8,"Emeryville, CA",78.0,Full-time,51 to 200 employees,company - private,transportation & logistics,$10 to $25 million (usd)
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Chinese Hospital,3.8,"San Francisco, CA",79.5,Full-time,201 to 500 employees,company - private,health care,$100 to $500 million (usd)
"Pasona N A, Inc.",3.8,"Davis, CA",53.5,Full-time,51 to 200 employees,company - private,business services,$25 to $50 million (usd)
Walmart,3.4,"Sunnyvale, CA",139.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
BlackRock,4.1,"San Francisco, CA",121.0,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
Jazz Pharma,4.1,"Palo Alto, CA",133.5,Full-time,1001 to 5000 employees,company - public,biotech & pharmaceuticals,$1 to $2 billion (usd)
EOS,3.6,"Fremont, CA",117.5,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
EOS,3.6,"Fremont, CA",117.5,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
Indeed,4.3,"San Francisco, CA",163.0,Full-time,10000+ employees,company - private,information technology,$2 to $5 billion (usd)
Jazz Pharma,4.1,"Palo Alto, CA",133.5,Full-time,1001 to 5000 employees,company - public,biotech & pharmaceuticals,$1 to $2 billion (usd)
Indeed,4.3,"San Francisco, CA",169.5,Full-time,10000+ employees,company - private,information technology,$2 to $5 billion (usd)
BlackRock,4.1,"San Francisco, CA",146.5,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
Wells Fargo,3.6,"San Francisco, CA",138.0,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
TikTok,3.8,"Mountain View, CA",131.5,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
PG&E Corporation,3.8,"San Francisco, CA",121.0,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Guidehouse,3.8,"San Francisco, CA",87.5,Full-time,5001 to 10000 employees,company - private,business services,unknown / non-applicable
Cornershop by Uber,4.4,"San Francisco, CA",94.5,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
PG&E Corporation,3.8,"San Francisco, CA",112.5,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Bolt,4.6,"San Francisco, CA",115.5,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
DoorDash,3.9,"San Francisco, CA",134.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Gap Inc.,3.7,"San Francisco, CA",130.5,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Johnson & Johnson Family of Companies,4.2,"San Francisco, CA",136.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Salesforce,4.4,"San Francisco, CA",148.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Skan,4.8,"San Jose, CA",120.0,Full-time,1 to 50 employees,company - private,business services,unknown / non-applicable
Aquabyte,3.9,"San Francisco, CA",130.0,Full-time,1 to 50 employees,company - private,information technology,less than $1 million (usd)
Notable Labs,5.0,"Foster City, CA",129.5,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,less than $1 million (usd)
Tubi,4.2,"San Francisco, CA",123.5,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
6sense,4.9,"San Francisco, CA",139.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
"Grammarly, Inc.",5.0,"San Francisco, CA",130.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Arkose Labs,4.4,"San Francisco, CA",119.0,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
